Name,MeasurementUnit,ProductGroup,STOCK,Barcode,Cost,Supplier,Price,Image,SKU, stock minimo,LowStockWarning,PreferredQuantity,WarningQuantity,IsUsingDefaultQuantity
INCAYUYO,Kilogramo,HERBOLARIA,0.47,8636570138021,6750,MAITEN,14000,,204,,1,1,0.5,0
LAUREL,Kilogramo,HERBOLARIA,0.33,8662636700109,11860.8,MAITEN,20000,,205,,1,1,0.5,0
LAVANDA,Kilogramo,HERBOLARIA,0.3,7910375633600,44850,ORGANICA,70000,,206,,1,1,0.5,0
LLANTEN,Kilogramo,HERBOLARIA,0.65,7878080653453,6300,MAITEN,14000,,207,,1,1,0.5,0
MALVA,Kilogramo,HERBOLARIA,1.48,8512207626812,5700,MAITEN,13000,,208,,1,1,0.5,0
MANZANILLA,Kilogramo,HERBOLARIA,0.83,8320633609657,30584,ORGANICA,60000,,209,,1,1,0.5,0
MARCELA,Kilogramo,HERBOLARIA,0.74,8653594691127,6000,MAITEN,13000,,210,,1,1,0.5,0
MELISA,Kilogramo,HERBOLARIA,0.22,8299661232000,9900,MAITEN,18000,,211,,1,1,0.5,0
MENTA EGIPCIA,Kilogramo,HERBOLARIA,0.49,8727813295844,9100,ORGANICA,18000,,212,,1,1,0.5,0
MENTA PEPERINA,Kilogramo,HERBOLARIA,0.5,8473266911618,10863,ORGANICA,19000,,213,,1,1,0.5,0
MEZCLA DE HIERBAS,Kilogramo,HERBOLARIA,0,8464740070563,9000,,23000,,214,,1,1,0.5,0
OLIVO,Kilogramo,HERBOLARIA,0.82,8785535457810,3770,MAITEN,8000,,215,,1,1,0.5,0
ORTIGA,Kilogramo,HERBOLARIA,0.77,8550569200455,5282,MAITEN,12000,,216,,1,1,0.5,0
PALO SANTO MOLIDO,Kilogramo,HERBOLARIA,1.36,7862709596207,6525,MAITEN,14000,,217,,1,1,0.5,0
PASIONARIA,Kilogramo,HERBOLARIA,3.3,8647117719580,6000,MAITEN,13000,,218,,1,1,0.5,0
POLEO,Kilogramo,HERBOLARIA,1.63,8405464156300,6400,MAITEN,14000,,219,,1,1,0.5,0
ROMPE PIEDRAS,Kilogramo,HERBOLARIA,0.34,7855248250976,6980,MAITEN,16000,,220,,1,1,0.5,0
SEN,Kilogramo,HERBOLARIA,0.49,8747594898409,7670,PUNTO CANDY,13000,,221,,1,1,0.5,0
STEVIA EN HOJAS,Kilogramo,HERBOLARIA,1,8017039842312,19560,ORGANICA,35000,,222,,1,1,0.5,0
TE DE BURRO,Kilogramo,HERBOLARIA,1.56,8771858878166,13328,MAITEN,25000,,223,,1,1,0.5,0
TE NEGRO,Kilogramo,HERBOLARIA,1.03,8670835644308,4805,MAITEN,10000,,224,,1,1,0.5,0
TE ROJO ,Kilogramo,HERBOLARIA,0.83,8337055855609,5105,ORGANICA,10000,,225,,1,1,0.5,0
TE VERDE,Kilogramo,HERBOLARIA,0.11,7806919066433,5830.42,MAITEN,10000,,226,,1,1,0.5,0
TILO,Kilogramo,HERBOLARIA,0.14,8473013094359,48800,ORGANICA,70000,,227,,1,1,0.5,0
TOMILLO,Kilogramo,HERBOLARIA,0.92,7929666120217,8230,MAITEN,18000,,228,,1,1,0.5,0
YERBA CARNICERA,Kilogramo,HERBOLARIA,0.43,7928844712466,5700,MAITEN,13000,,229,,1,1,0.5,0
YERBA DEL POLLO,Kilogramo,HERBOLARIA,0.92,7940571085804,5995,MAITEN,13000,,230,,1,1,0.5,0
YERBA LUCERA,Kilogramo,HERBOLARIA,0.76,8442240202677,3470,MAITEN,10000,,231,,1,1,0.5,0
ZARZAPARRILLA,Kilogramo,HERBOLARIA,0.7,8407144358332,6000,MAITEN,14000,,232,,1,1,0.5,0
TE DETOX X25SAQ OASIS,Unidad,INFUSIONES,5,7798067563141,2604.5,ORGANICA,4200,,233,,1,3,1,1
TE FRUTOS AZULES,Unidad,INFUSIONES,1,7798067566852,2750,ORGANICA,4600,,234,,1,3,1,1
TE LAXANTE N14,Unidad,INFUSIONES,4,7798067560768,3795,ORGANICA,6500,,235,,1,3,1,1
TE DIURETICO OASIS - N10,Unidad,INFUSIONES,5,7798067560720,2343,ORGANICA,4200,,236,,1,3,1,1
TE CITRICO ,Unidad,INFUSIONES,5,7798067566920,2750,ORGANICA,4600,,237,,1,3,1,1
TE MENTA,Unidad,INFUSIONES,1,7798067560553,2750,ORGANICA,4600,,238,,1,3,1,1
TE FRUTOS AMARILLOS,Unidad,INFUSIONES,2,7798067566906,2750,ORGANICA,4600,,239,,1,3,1,1
TE YERBA MATE ORGANICA,Unidad,INFUSIONES,2,7798067560645,2343,ORGANICA,4200,,240,,1,3,1,1
TE FLORES ROJAS,Unidad,INFUSIONES,4,7798067566869,2750,ORGANICA,4600,,241,,1,3,1,1
GIN TONIC FLORAL - OASIS,Unidad,INFUSIONES,2,7798067563486,4580.6,ORGANICA,6500,,242,,1,2,1,1
GIN TONIC CITRICA - OASIS,Unidad,INFUSIONES,2,7798067563479,4580.6,ORGANICA,6500,,243,,1,2,1,1
ALMOHADITA AVELLANA,Kilogramo,CEREALES - SNACK,2.6,8283602133372,5038,GRANIX,10000,,244,,1,5,2,0
ALMOHADITA AVENA,Kilogramo,CEREALES - SNACK,4.6,7888851810336,3881,GRANIX,9000,,245,,1,5,2,0
ALMOHADITA CHOCOLATE BLANCO,Kilogramo,CEREALES - SNACK,0.65,7898394854704,6045,GRANIX,12000,,246,,1,5,2,0
ALMOHADITA CHOCOLATE,Kilogramo,CEREALES - SNACK,2.5,,5277.51,GRANIX,12000,,247,,1,5,2,0
ALMOHADITA FRUTILLA,Kilogramo,CEREALES - SNACK,1.8,8653764589209,5038,GRANIX,10000,,248,,1,5,2,0
ALMOHADITA LIMON,Kilogramo,CEREALES - SNACK,1.44,8461959898780,5038,GRANIX,10000,,249,,1,5,2,0
ALMOHADITA MANI,Kilogramo,CEREALES - SNACK,7.36,8038463204095,5038,GRANIX,10000,,250,,1,5,2,0
ALMOHADITA MANZANA Y CANELA,Kilogramo,CEREALES - SNACK,0.7,7938628841336,5053,GRANIX,10000,,251,,1,5,2,0
ALMOHADITA SALVADO,Kilogramo,CEREALES - SNACK,3.6,7944568319354,3881,GRANIX,9000,,252,,1,5,2,0
ARITOS AVENA Y MIEL,Kilogramo,CEREALES - SNACK,2.43,8218035331408,3290,GRANIX,9000,,253,,1,2,1,0
ARITOS FRUTADOS,Kilogramo,CEREALES - SNACK,3,8096227653985,3782,GRANIX,9000,,254,,1,2,1,0
ARROZ CROCANTE,Kilogramo,CEREALES - SNACK,2.2,8619677452139,4619,GRANIX,10000,,255,,1,1,0.5,0
ARROZ INFLADO,Kilogramo,CEREALES - SNACK,4,8509293231150,5136.1,MAITEN,10000,,256,,1,1,0.5,0
BANANITAS DULCES,Kilogramo,CEREALES - SNACK,0,8357931255569,5455,GRANIX,13000,,257,,1,4,2,0
BOLITAS DE CHOCOLATE,Kilogramo,CEREALES - SNACK,0.98,8031698372652,4178,GRANIX,10000,,258,,1,1,0.5,0
COPOS DE MAIZ CON AZUCAR,Kilogramo,CEREALES - SNACK,1.7,7972777157931,2538,GRANIX,8000,,259,,1,5,2,0
COPOS DE MAIZ CON MIEL,Kilogramo,CEREALES - SNACK,10,8477357185773,3070.2,GRANIX,8000,,260,,1,5,2,0
COPOS DE MAIZ SIN AZUCAR ,Kilogramo,CEREALES - SNACK,5,8216749423082,2538,GRANIX,8000,,261,,1,5,2,0
HEBRAS DE SALVADO,Kilogramo,CEREALES - SNACK,2.15,8063336783926,2114,BIOMEGA,10000,,262,,1,1,0.5,0
MAIZ INFLADO,Kilogramo,CEREALES - SNACK,0,8382961762206,4870.2,MAITEN,10000,,263,,1,1,0.5,0
MIX YOGURT,Kilogramo,CEREALES - SNACK,0,8283625694539,3784,GRANIX,10000,,264,,1,5,2,0
NUTRISOJA PARA MILANESA,Kilogramo,CEREALES - SNACK,2.2,7879881952875,11440,GRANIX,22000,,265,,1,1,0.5,0
QUINOA POP,Kilogramo,CEREALES - SNACK,1.8,7837733655848,5738.3,ORGANICA,10000,,266,,1,5,2,0
SNACK BARBACOA,Kilogramo,CEREALES - SNACK,1.9,8151332968154,10050,GRANIX,16000,,267,,1,1,0.5,0
SNACK CEBOLLA,Kilogramo,CEREALES - SNACK,1.13,8556932701833,10050,GRANIX,16000,,268,,1,1,0.5,0
SNACK PIZZA,Kilogramo,CEREALES - SNACK,3.9,8028620888367,10050,GRANIX,16000,,269,,1,1,0.5,0
TRIGO INFLADO,Kilogramo,CEREALES - SNACK,0.95,8416627917577,6034.15,ORGANICA,12000,,270,,1,1,0.5,0
TUTUCAS,Kilogramo,CEREALES - SNACK,1.8,7837487057264,3213,BIOMEGA,10000,,271,,1,1,0.5,0
MAIZ FRITO,Kilogramo,CEREALES - SNACK,0,8124702758990,7750,PUNTO CANDY,14000,,272,,1,3,1,0
HOJUELAS AVELLANA PATAGONIA SIN TACC - 100GR,Unidad,CEREALES - SNACK,,7798197300043,955,TREGAR,1500,,273,,1,5,2,1
HOJUELAS FRUTILLA PATAGONIA SIN TACC - 100GR,Unidad,CEREALES - SNACK,,7798197300029,955,TREGAR,1500,,274,,1,5,2,1
COPOS DE MAIZ AZUCARADOS PATAGONIA - 100GR,Unidad,CEREALES - SNACK,,763571717479,793,TREGAR,1300,,275,,1,5,2,1
GRANOLA ENERGY KOS - 1KG,Unidad,GRANOLAS,1,7798205050656,,,5900,,276,,1,2,1,1
GRANOLA BERRIES KOS - 1KG,Unidad,GRANOLAS,3,7798205050663,,,5900,,277,,1,2,1,1
GRANOLA CHOCOLATE - EL CASTAÑO,Kilogramo,GRANOLAS,1.5,8195638940100,8590,EL CASTAÑO,14000,,278,,1,2,1,0
GRANOLA CHOCOLATE - INTEGRA - 350GR,Unidad,GRANOLAS,0,7798343751118,5330,BIOMEGA,8000,,279,,1,3,1,1
GRANOLA CLÁSICA - INTEGRA - 350GR,Unidad,GRANOLAS,3,7798343751132,5330,BIOMEGA,8000,,280,,1,3,1,1
GRANOLA CLÁSICA SIN TACC  - INTEGRA - 350GR,Unidad,GRANOLAS,2,7798343751095,5330,BIOMEGA,8000,,281,,1,3,1,1
GRANOLA CROCANTE GRANIX,Kilogramo,GRANOLAS,0,8570410563140,4882,GRANIX,13000,,282,,1,3,1,0
GRANOLA ENERGETICA,Kilogramo,GRANOLAS,0.5,8321572272667,5869,PUNTO CANDY,14000,,283,,1,2,1,0
GRANOLA GRANOCROC GRANIX,Kilogramo,GRANOLAS,0,8065211784776,3700,GRANIX,9000,,284,,1,3,1,0
GRANOLA NATURAL C/ SEMILLAS - EL CASTAÑO,Kilogramo,GRANOLAS,1.5,8594881417894,8140,EL CASTAÑO,14000,,285,,1,2,1,0
GRANOLA OLYMPIC - PROTEICA,Kilogramo,GRANOLAS,0.96,7885762257007,13013,ORGANICA,20000,,286,,1,2,1,0
GRANOLA SCHATZI - DESAYUNO INTEGRAL 400GR,Unidad,GRANOLAS,,7790513005496,4606.25,GREEN Y CO,7500,,287,,1,2,1,1
GRANOLA SCHATZI - POTENCIA 400GR,Unidad,GRANOLAS,,7790513005519,4606.25,GREEN Y CO,7500,,288,,1,2,1,1
GRANOLA KETO REINA FOOD - CON CANELA 230GR,Unidad,GRANOLAS,,,3913,GREEN Y CO,6300,,289,,1,2,1,1
GRANOLA HOMEMADE - CEREAL CRUNCH 300GR,Unidad,GRANOLAS,,656750729724,2860,GREEN Y CO,5000,,290,,1,2,1,1
GRANOLA HOMEMADE - FIT CRUNCH 350GR,Unidad,GRANOLAS,,723540524804,3300,GREEN Y CO,5700,,291,,1,2,1,1
GRANOLA HOMEMADE - VEGAN CRUNCH 350GR,Unidad,GRANOLAS,,656750729632,4030,GREEN Y CO,6800,,292,,1,2,1,1
GRANOLA GO NATURAL - CRUNCH 290GR,Unidad,GRANOLAS,,7790524324364,2344.5,GREEN Y CO,4000,,293,,1,2,1,1
GRANOLA PATAGONIA - CROCANTE,Kilogramo,GRANOLAS,,,7934,TREGAR,13000,,294,,1,2,1,0
GRANOLA PATAGONIA - ALMENDRA 250GR,Unidad,GRANOLAS,6,763571717639,2652.86,TREGAR,4000,,295,,1,2,1,1
GRANOLA PATAGONIA - CROCANTE 250GR,Unidad,GRANOLAS,6,763571717622,2043,TREGAR,3500,,296,,1,2,1,1
ACEITE DE CHIA NUTRASEM x150cc,Unidad,ACEITES - ADEREZOS,0,,3620,ORGANICA,7500,,297,,1,2,1,1
ACEITE DE COCO NEUTRO x200cc ENTRENUTS,Unidad,ACEITES - ADEREZOS,6,763571722411,2578.5,TREGAR,4500,,298,,1,5,2,1
ACEITE DE COCO NEUTRO x360cc ENTRENUTS,Unidad,ACEITES - ADEREZOS,6,656750783931,3583.1,TREGAR,6500,,299,,1,5,2,1
ACEITE DE COCO VIRGEN x200cc ENTRENUTS,Unidad,ACEITES - ADEREZOS,8,763571722428,4715,TREGAR,7900,,300,,1,5,2,1
ACEITE DE COCO VIRGEN x360cc ENTRENUTS,Unidad,ACEITES - ADEREZOS,5,763571722435,7172.9,TREGAR,11500,,301,,1,5,2,1
ACEITE DE COCO NEUTRO X180ML GOLDFISH,Unidad,ACEITES - ADEREZOS,1,,,,9000,,302,,1,5,2,1
ACEITE DE COCO AEROSOL - CHIA GRAAL NEUTRO,Unidad,ACEITES - ADEREZOS,2,7798260050363,5579.8,ORGANICA,9000,,303,,1,5,2,1
ACEITE DE COCO AEROSOL - CHIA GRAAL VIRGEN,Unidad,ACEITES - ADEREZOS,2,7798260050356,6914.47,ORGANICA,10800,,304,,1,5,2,1
ACEITE DE COCO GOD BLESS YOU - NEUTRO 225ML,Unidad,ACEITES - ADEREZOS,,7798318380077,5114.77,GREEN Y CO,9500,,305,,1,2,1,1
ACEITE DE COCO GOD BLESS YOU - NEUTRO 1000ML,Unidad,ACEITES - ADEREZOS,,7798318380053,11880,GREEN Y CO,25000,,306,,1,2,1,1
ACEITE DE COCO GOD BLESS YOU - VIRGEN 225ML,Unidad,ACEITES - ADEREZOS,,7798318380039,6900,GREEN Y CO,12500,,307,,1,2,1,1
ACEITE DE COCO GOD BLESS YOU - VIRGEN 125ML,Unidad,ACEITES - ADEREZOS,,7798318380046,4665,GREEN Y CO,8500,,308,,1,2,1,1
VINAGRE DE VINO ORGANICO - PAMPA GOURMET 250ML,Unidad,ACEITES - ADEREZOS,,7798131061412,3315,GREEN Y CO,7000,,309,,1,3,1,1
MAYONESA ORGANICA - PAMPA GOURMET 290GR,Unidad,ACEITES - ADEREZOS,,7798131061870,3920,GREEN Y CO,5700,,310,,1,2,1,1
MAYONESA SANTA MARIA - ZANAHORIA 250GR,Unidad,ACEITES - ADEREZOS,,7798015650589,2772,GREEN Y CO,4500,,311,,1,2,1,1
ACEITE DE OLIVA DEL ARBOL x500cc,Unidad,ACEITES - ADEREZOS,3,7798180390013,11000,,20000,,312,,1,2,1,1
ACEITE DE OLIVA FRUTOS DEL NORTE x500cc,Unidad,ACEITES - ADEREZOS,0,,11760.7,BIOMEGA,20000,,313,,1,3,1,1
ACEITE DE OLIVA LA POSTA DEL OLIVO x250cc,Unidad,ACEITES - ADEREZOS,2,7790036972169,,,9500,,314,,1,2,1,1
ACEITE DE OLIVA LA POSTA DEL OLIVO x500cc,Unidad,ACEITES - ADEREZOS,1,7790036972176,,,14000,,315,,1,2,1,1
ACEITE DE OLIVA SAN NICOLAS X250CC,Unidad,ACEITES - ADEREZOS,0,,6367.6,DARRONA,14000,,316,,1,5,2,1
ACEITE DE OLIVA SAN NICOLAS X500CC,Unidad,ACEITES - ADEREZOS,7,7791045512018,10667.3,DARRONA,21000,,317,,1,5,2,1
ACEITE DE OREGANO NAGU x150cc,Unidad,ACEITES - ADEREZOS,1,,,,14000,,318,,1,3,1,1
ACEITE DE OREGANO 10ML - RR,Unidad,ACEITES - ADEREZOS,2,,5070,ORGANICA,8000,,319,,1,3,1,1
ACEITE DE OREGANO 30ML - RR,Unidad,ACEITES - ADEREZOS,1,,8235,ORGANICA,13000,,320,,1,3,1,1
ACEITE DE RICINO NAGU x45cc,Unidad,ACEITES - ADEREZOS,1,,4650,MAITEN,8500,,321,,1,3,1,1
ACEITE DE SESAMO NUTRASEM x250cc,Unidad,ACEITES - ADEREZOS,2,76625241005,5130,PUNTO CANDY,9700,,322,,1,3,1,1
ACEITUNAS NEGRAS ORG X250GR,Unidad,ACEITES - ADEREZOS,5,7791045511660,2428.6,DARRONA,5800,,323,,1,5,2,1
ACEITUNAS VERDES ORG X250GR,Unidad,ACEITES - ADEREZOS,4,7791045000058,2280,DARRONA,5500,,324,,1,5,2,1
ACETO BALSAMICO - CASALTA 250ML,Unidad,ACEITES - ADEREZOS,2,7790139000448,2311.5,TREGAR,4400,,325,,1,4,2,1
ACETO BALSAMICO REDUCCION - CASALTA 250ML,Unidad,ACEITES - ADEREZOS,3,7790139101466,2988,TREGAR,5300,,326,,1,4,2,1
ADEREZO REMOLACHA - DELL ISOLA,Unidad,ACEITES - ADEREZOS,2,715023901806,2691.83,ORGANICA,4800,,327,,1,1,0,1
ADEREZO SIRACHA - DELL ISOLA,Unidad,ACEITES - ADEREZOS,1,715023901820,2691.83,ORGANICA,4800,,328,,1,1,0,1
HUMMUS DE GARBANZO FELICES LAS VACAS - VEGGIE,Unidad,HELADERA,5,076625280103,1700,BIOMEGA,3000,,329,,1,1,0,1
HUMMUS DE GARBANZO PICANTE MESTIZO,Unidad,ACEITES - ADEREZOS,1,,,,5000,,330,,1,1,0,1
HUMMUS DE PALTA Y OLIVA - FELIC LAS VAC - VEGGIE,Unidad,HELADERA,5,763571764107,2811,BIOMEGA,4500,,331,,1,1,0,1
PASTA DE SESAMO TAHINA NUTRASEM x350gr,Unidad,ACEITES - ADEREZOS,1,76625241104,,,8000,,332,,1,3,1,1
TOMATE SECO - HUERTANA,Unidad,ACEITES - ADEREZOS,1,649558735875,5000,GOURMET CONCEPCION,7000,,333,,1,1,0,1
PASTA DE TOMATE SECO - HUERTANA,Unidad,ACEITES - ADEREZOS,1,649558735943,5000,GOURMET CONCEPCION,7000,,334,,1,1,0,1
PASTA DE ACEITUNAS VERDES - HUERTANA,Unidad,ACEITES - ADEREZOS,1,649558735882,5000,GOURMET CONCEPCION,7000,,335,,1,1,0,1
PASTA AGRIDULCE DE CIRUELAS - HUERTANA,Unidad,ACEITES - ADEREZOS,1,649558736001,5000,GOURMET CONCEPCION,7000,,336,,1,1,0,1
SALSA DE SOJA SAKANASHI AMARILLA x970cc,Unidad,ACEITES - ADEREZOS,4,7798041280019,3248,MAITEN,6300,,337,,1,3,1,1
SALSA DE SOJA SAKANASHI AMARILLA x450cc,Unidad,ACEITES - ADEREZOS,1,7798041280026,1790,MAITEN,3700,,338,,1,3,1,1
SALSA DE SOJA SAKANASHI ROJA x450cc,Unidad,ACEITES - ADEREZOS,2,,1981,MAITEN,15000,,339,,1,3,1,1
VINAGRE DE SIDRA DE MANZANA ARTESANAL x500cc,Unidad,ACEITES - ADEREZOS,2,,9570,MAITEN,16000,,340,,1,3,1,1
VINAGRE MANZANA ORGANICO - PAMPA GOURMET,Unidad,ACEITES - ADEREZOS,4,7798131061467,4735.16,BIOMEGA,7900,,341,,1,4,2,1
VINAGRE DE MANZANA - CASALTA 500ML,Unidad,ACEITES - ADEREZOS,3,7790139003258,1298.6,TREGAR,2500,,342,,1,4,2,1
ALMIDON DE MAIZ - DIMAX X500GR,Unidad,ALMIDONES - PREMEZCLAS - AVENA,5,7798144941220,1413.9,BIOMEGA,2900,,343,,1,3,1,1
CAFE DE ALGARROBA - X200GR DICOMERE,Unidad,GONDOLA,2,7793323024916,2995.6,ORGANICA,5500,,344,,1,3,1,1
COUS COUS X500GR - YIN YANG,Unidad,GONDOLA,2,7798048259872,3672,BIOMEGA,6300,,345,,1,3,1,1
FECULA DE MAND - DIMAX X500GR,Unidad,ALMIDONES - PREMEZCLAS - AVENA,5,7798144941374,1730,BIOMEGA,3500,,346,,1,3,1,1
FIDEO DONINA - MULTI CEREAL SIN TACC,Unidad,GONDOLA,5,7798359330123,2250,BIOMEGA,3700,,347,,1,5,2,1
FIDEO DONINA - TRES VEG SIN TACC,Unidad,GONDOLA,4,7798359330116,2260,BIOMEGA,3700,,348,,1,5,2,1
FIDEO EMILIA - INTEGRAL PENNE RIGATTI,Unidad,GONDOLA,9,7798375780018,1320,ORGANICA,2700,,349,,1,5,2,1
FIDEO INTEGRAL CERAL - ESPINACA,Unidad,GONDOLA,5,7794767789133,2020,MAITEN,3000,,350,,1,5,2,1
FIDEO INTEGRAL CERAL - MORRON,Unidad,GONDOLA,5,7794767789140,2020,MAITEN,3000,,351,,1,5,2,1
FIDEO LIGHT CERAL - MORRON,Unidad,GONDOLA,,7794767000542,1840,ORGANICA,3000,,352,,1,5,2,1
FIDEO LIGHT CERAL - ESPINACA,Unidad,GONDOLA,,7794767000566,1840,ORGANICA,3000,,353,,1,5,2,1
FIDEO INTEGRAL SPAGHETTI MATARAZZO,Unidad,GONDOLA,5,7790070335975,1705.3,BIOMEGA,2800,,354,,1,5,2,1
FIDEO SPAGHETTI SIN TACC MATARAZZO,Unidad,GONDOLA,5,7790070336002,2390,BIOMEGA,3700,,355,,1,5,2,1
FIDEO TIRABUZON THANI - TOMATE Y AJO - SIN TACC,Unidad,GONDOLA,1,790757858718,,,2300,,356,,1,1,0,1
FIDEO TIRABUZON THANI - MORRON - SIN TACC,Unidad,GONDOLA,2,790757858725,,,2300,,357,,1,1,0,1
FIDEO TIRABUZON THANI - ARROZ - SIN TACC,Unidad,GONDOLA,1,724751015631,,,2300,,358,,1,1,0,1
FIDEO WAKAS FUSILLI CAJA - ALUBIA Y QUINOA - SIN TACC,Unidad,GONDOLA,1,7798031470444,2993.76,ORGANICA,5500,,359,,1,5,2,1
FIDEO WAKAS FUSILLI - AMARANTO - SIN TACC,Unidad,GONDOLA,6,7798031470802,2352,ORGANICA,3600,,360,,1,5,2,1
FIDEO WAKAS FUSILLI - CHIA - SIN TACC,Unidad,GONDOLA,5,7798031470819,2352.85,ORGANICA,3600,,361,,1,5,2,1
FIDEO WAKAS FUSILLI - KALE - SIN TACC,Unidad,GONDOLA,2,7798031470833,2353,ORGANICA,3600,,362,,1,5,2,1
FIDEO WAKAS FUSILLI - QUINOA - SIN TACC,Unidad,GONDOLA,2,7798031470826,2353,ORGANICA,3600,,363,,1,5,2,1
FIDEO YUKA - TIRABUZON LENTEJA 250GR,Unidad,GONDOLA,,7794903232899,1535,GREEN Y CO,3000,,364,,1,5,2,1
FIDEO YUKA - TIRABUZON GARBANZO 250GR,Unidad,GONDOLA,,7794903232844,1535,GREEN Y CO,3000,,365,,1,5,2,1
FIDEO YUKA - TIRABUZON ARVEJA 250GR,Unidad,GONDOLA,,7794903232851,1535,GREEN Y CO,3000,,366,,1,5,2,1
FIDEO YUKA - TIRABUZON AL HUEVO 250GR,Unidad,GONDOLA,,7794903232905,1535,GREEN Y CO,3000,,367,,1,5,2,1
HARINA DE ARROZ DIMAX X500GR - SIN TACC,Unidad,HARINAS,5,7798144941381,1720,BIOMEGA,3600,,368,,1,3,1,1
LECHE DE ALMENDRAS COCOON ,Unidad,LACTEOS,3,7792244911817,3470,ORGANICA,4800,,369,,1,3,1,1
LECHE DE ALMENDRAS - LA SERENISIMA SIN ENDULZAR,Unidad,LACTEOS,3,7790742340306,1866,LA SERENISIMA,3400,,370,,1,3,1,1
LECHE DE COCO - LA SERENISIMA SIN ENDULZAR,Unidad,LACTEOS,3,7790742340900,1866,LA SERENISIMA,3400,,371,,1,3,1,1
LECHE DE ALMENDRAS SILK VAINILLA SIN ENDULZ,Unidad,LACTEOS,5,7791337007949,3922,LA SERENISIMA,5800,,372,,1,3,1,1
LECHE DE ALMENDRAS SILK ENDULZADA,Unidad,LACTEOS,5,7791337007901,3922,LA SERENISIMA,5800,,373,,1,3,1,1
LECHE DE ALMENDRAS SILK SIN ENDULZ,Unidad,LACTEOS,5,7791337007918,3922,LA SERENISIMA,5800,,374,,1,3,1,1
LECHE DE COCO SILK ENDULZ,Unidad,LACTEOS,5,7791337007925,3922,LA SERENISIMA,5800,,375,,1,3,1,1
LECHE DE COCO SILK SIN ENDULZ,Unidad,LACTEOS,3,7791337007932,3922,LA SERENISIMA,5800,,376,,1,3,1,1
LECHE DESLACTOSADA TREGAR,Unidad,LACTEOS,2,7793913013009,1382,TREGAR,2500,,377,,1,3,1,1
LECHE EN POLVO ARMONIA x400gr,Unidad,LACTEOS,1,7790742331601,3000,LA SERENISIMA,6000,,378,,1,3,1,1
LECHE EN POLVO LA SERENISIMA 200GR,Unidad,LACTEOS,2,7790742436108,1765,LA SERENISIMA,3200,,379,,1,3,1,1
LECHE ENTERA TREGAR x1L,Unidad,LACTEOS,5,7793913001822,1260,TREGAR,2000,,380,,1,5,2,1
POLVO DE HORNEAR DOY PACK - DIMAX,Unidad,REPOSTERIA,5,7798144941145,1970.8,BIOMEGA,3800,,381,,1,5,2,1
QUESO RALLADO VEGANO - NATURAL POP,Unidad,GONDOLA,3,7798370550104,1063,ORGANICA,2000,,382,,1,5,2,1
TORTILLA RAPID - QUINOA - AIKEN x 210Gr,Unidad,GONDOLA,1,7798258110093,2704,ORGANICA,4300,,383,,1,5,2,1
TORTILLA RAPID - QUINOA INTEGRAL - AIKEN x 210Gr,Unidad,GONDOLA,1,7798258110109,2704,ORGANICA,4300,,384,,1,5,2,1
TORTILLA RAPID - QUINOA SEMILLAS - AIKEN x 210Gr,Unidad,GONDOLA,11,7798258110123,2704,ORGANICA,4300,,385,,1,5,2,1
TORTILLA RAPID - QUINOA KALE - AIKEN X210Gr,Unidad,GONDOLA,2,7798258110116,2704,ORGANICA,4300,,386,,1,5,2,1
YERBA PORONGO - ORGANICA 500GR,Unidad,HERBOLARIA,,7798344310017,3624.24,GREEN Y CO,5500,,387,,1,4,2,1
YERBA FRONTERAS - JENGIBRE Y NARANJA 500GR,Unidad,HERBOLARIA,,763571680957,3207,GREEN Y CO,5000,,388,,1,4,2,1
YERBA FRONTERAS - MANZANILLA Y NARANJA 500GR,Unidad,HERBOLARIA,,763571680940,3207,GREEN Y CO,5000,,389,,1,4,2,1
YERBA FRONTERAS - MENTA Y JENGIBRE 500GR,Unidad,HERBOLARIA,,763571680919,3207,GREEN Y CO,5000,,390,,1,4,2,1
YERBA OASIS - DETOX 500GR,Unidad,HERBOLARIA,4,7798067560201,3783,ORGANICA,5500,,391,,1,4,2,1
YERBA OASIS - PREMIUM X500GR,Unidad,HERBOLARIA,5,7798067563110,3783,ORGANICA,5500,,392,,1,4,2,1
YERBA OASIS LATA - BEIGE,Unidad,HERBOLARIA,2,7798067563554,6413,ORGANICA,10500,,393,,1,2,1,1
YERBA OASIS LATA - VERDE,Unidad,HERBOLARIA,2,7798067563561,6413,ORGANICA,10500,,394,,1,2,1,1
BIZCOCHITOS DE GRASA VEGANOS - ANIMAL KIND - 170G,Unidad,GALLETITAS - PANES - SNAKCS,12,7798184451383,737,NUTRER,1700,,395,,1,5,2,1
BIZCOCHOS NS - 5 CEREALES,Unidad,GALLETITAS - PANES - SNAKCS,2,7798179490816,,,2200,,396,,1,5,2,1
BIZCOCHOS NS - AVENA,Unidad,GALLETITAS - PANES - SNAKCS,3,7798179490847,,,2200,,397,,1,5,2,1
BIZCOCHOS NS - LINO Y CHIA,Unidad,GALLETITAS - PANES - SNAKCS,3,7798179490854,,,2200,,398,,1,5,2,1
BIZCOCHOS DELICEL - TRADICIONALES - SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,5,7798160700559,1468.7,BIOMEGA,2800,,399,,1,5,2,1
BIZCOCHOS DULCES SMAMS - SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,5,7798181510182,1240.83,BIOMEGA,2200,,400,,1,5,2,1
