Name,MeasurementUnit,ProductGroup,STOCK,Barcode,Cost,Supplier,Price,Image,SKU, stock minimo,LowStockWarning,PreferredQuantity,WarningQuantity,IsUsingDefaultQuantity
"CRACKER BASTONI - PARMESANO, ACEITUNA Y AJO",Unidad,GALLETITAS - PANES - SNAKCS,6,,"2,000.00",GOURMET CONCEPCION,"3,000.00",,758,,,6,3,1
CRACKER BASTONI - KETO PARMESANO,Unidad,GALLETITAS - PANES - SNAKCS,6,,"3,000.00",GOURMET CONCEPCION,"4,500.00",,759,,,6,3,1
CRACKER BASTONI - KETO PARMESANO Y SESAMO,Unidad,GALLETITAS - PANES - SNAKCS,5,,"3,000.00",GOURMET CONCEPCION,"4,500.00",,760,,,6,3,1
CIELITO LINDO - BUDIN MARMOLADO KETO,Unidad,FREEZER,2,,"4,420.00",ORGANICA,"6,700.00",,761,,,2,1,1
CIELITO LINDO - BUDIN VAINILLA KETO,Unidad,FREEZER,3,,"4,420.00",ORGANICA,"6,700.00",,762,,,2,1,1
CIELITO LINDO - CREPES X6U,Unidad,FREEZER,8,,"2,795.00",ORGANICA,"4,300.00",,763,,,5,2,1
CIELITO LINDO - MEDIALUNAS KETO X6U,Unidad,FREEZER,6,,"4,550.00",ORGANICA,"7,800.00",,764,,,10,5,1
CIELITO LINDO - PAN KETO,Unidad,FREEZER,5,,"4,160.00",ORGANICA,"7,200.00",,765,,,10,5,1
CIELITO LINDO - PIZZETAS X 6U - KETO,Unidad,FREEZER,5,,"4,290.00",ORGANICA,"6,600.00",,766,,,10,5,1
CIELITO LINDO - TALLARINES KETO,Unidad,FREEZER,3,,"4,420.00",ORGANICA,"7,800.00",,767,,,10,5,1
COOKIES NATAL - KETO,Unidad,GALLETITAS - PANES - SNAKCS,30,,"1,084.00",NATAL,"1,600.00",,768,,,36,10,1
COOKIES NATAL - SARRACENO Y NUECES,Unidad,GALLETITAS - PANES - SNAKCS,14,,575.00,NATAL,900.00,,769,,,36,10,1
COOKIES NATAL - SESAMO- CHOCO,Unidad,GALLETITAS - PANES - SNAKCS,1,,575.00,NATAL,900.00,,770,,,36,10,1
GRISINES KETO - QUESO - RINCON,Unidad,GALLETITAS - PANES - SNAKCS,11,,"3,500.00",RINCON DE LO CASERITO,"4,700.00",,771,,,10,5,1
TALITAS KETO CLASICAS - RINCON,Unidad,GALLETITAS - PANES - SNAKCS,6,,"2,300.00",RINCON DE LO CASERITO,"3,800.00",,772,,,12,5,1
TALITAS KETO CAPRESE - RINCON,Unidad,GALLETITAS - PANES - SNAKCS,11,,"2,300.00",RINCON DE LO CASERITO,"3,800.00",,773,,,12,5,1
TALITAS KETO - SESAMO Y PARMESANO - RINCON,Unidad,GALLETITAS - PANES - SNAKCS,13,,"2,300.00",RINCON DE LO CASERITO,"3,800.00",,774,,,12,5,1
TALITAS KETO - CEBOLLA - RINCON,Unidad,GALLETITAS - PANES - SNAKCS,11,,"2,300.00",RINCON DE LO CASERITO,"3,800.00",,775,,,12,5,1
PAN DULCE KETO - 180GR RINCON,Unidad,GALLETITAS - PANES - SNAKCS,6,,"3,000.00",RINCON DE LO CASERITO,"4,000.00",,776,,,4,2,1
CRACKER KETO - VEGGIE - RINCON,Unidad,GALLETITAS - PANES - SNAKCS,18,,"1,600.00",RINCON DE LO CASERITO,"2,900.00",,777,,,12,5,1
CRACKER KETO - QUESO - RINCON,Unidad,GALLETITAS - PANES - SNAKCS,12,,"1,600.00",RINCON DE LO CASERITO,"2,900.00",,778,,,12,5,1
CREMA DE LECHE LA SERENISIMA - BATIR 200ML,Unidad,HELADERA,2,7790742011701,"1,385.00",LA SERENISIMA,"2,300.00",,779,,,1,0,1
CREMA DE LECHE MILKAUT X330GR,Unidad,HELADERA,0,,"3,050.00",GAMA,"5,300.00",,780,,,1,0,1
CREMA DE LECHE TREGAR 200CC,Unidad,HELADERA,2,7793913013436,"1,515.50",TREGAR,"2,600.00",,781,,,1,0,1
ESPINACA 550GR - GREEN LIFE,Unidad,FREEZER,3,7790670052562,"2,114.30",GAMA,"4,100.00",,782,,,4,2,1
FRUTILLAS X400GR GREEN LIFE,Unidad,FREEZER,5,7790670052500,"2,980.52",GAMA,"5,900.00",,783,,,4,2,1
GALLES PEQUES - SURTIDAS - NATAL BOLSITA X10U,Unidad,GALLETITAS - PANES - SNAKCS,0,,"3,500.00",NATAL,"5,200.00",,784,,,5,2,1
GALLES PEQUES NARANJA- NATAL - BOLSITA X10U,Unidad,GALLETITAS - PANES - SNAKCS,0,,"3,500.00",NATAL,"5,200.00",,785,,,5,2,1
GALLES PEQUES CACAO - NATAL -BOLSITA X10U,Unidad,GALLETITAS - PANES - SNAKCS,2,,"3,500.00",NATAL,"5,200.00",,786,,,5,2,1
GASEOSA DE NARANJA - LAS BRISAS 354ML,Unidad,HELADERA,,7798161722888,"1,788.00",ORGANICA,"2,900.00",,787,,,4,2,1
KOMBUCHA BOOCH ADAPTOGENOS - MANDARINA VERDE,Unidad,HELADERA,,754697497215,"2,680.00",GREEN Y CO,"4,000.00",,788,,,2,1,1
KOMBUCHA BOOCH - SUICO,Unidad,HELADERA,,754697496775,"2,385.00",GREEN Y CO,"3,800.00",,789,,,2,1,1
KOMBUCHA BOOCH - POMELO,Unidad,HELADERA,,754697497383,"2,385.00",GREEN Y CO,"3,800.00",,790,,,2,1,1
KOMBUCHA BOOCH - JENGIBRE,Unidad,HELADERA,,754697496768,"2,385.00",GREEN Y CO,"3,800.00",,791,,,2,1,1
KOMBUCHA BRAVIA - FRUTOS ROJOS 473ML,Unidad,HELADERA,,763571696125,"1,975.23",GREEN Y CO,"3,300.00",,792,,,2,1,1
KOMBUCHA BRAVIA - UVA 473ML,Unidad,HELADERA,,763571696101,"1,975.23",GREEN Y CO,"3,300.00",,793,,,2,1,1
KOMBUCHA LIVE KOMBU - ANANA Y PIMIENTA 473ML,Unidad,HELADERA,,790757894167,"1,975.23",GREEN Y CO,"3,300.00",,794,,,2,1,1
KOMBUCHA LIVE KOMBU - HIBISCO Y PETALOS DE ROSAS 473ML,Unidad,HELADERA,,790757894150,"1,975.23",GREEN Y CO,"3,300.00",,795,,,2,1,1
KOMBUCHA LIVE KOMBU - POMELO ROSADO Y ROMERO 473ML,Unidad,HELADERA,,790757894143,"1,975.23",GREEN Y CO,"3,300.00",,796,,,2,1,1
KEFIR QUE KEFIR - MANZANA Y FRUTILLA 1LT,Unidad,HELADERA,,,"3,105.12",GREEN Y CO,"5,800.00",,797,,,1,0,1
KEFIR QUE KEFIR - MANZANA VERDE 1LT,Unidad,HELADERA,,,"3,105.12",GREEN Y CO,"5,800.00",,798,,,1,0,1
KEFIR QUE KEFIR - NEUTRO 1LT,Unidad,HELADERA,,,"3,105.12",GREEN Y CO,"5,800.00",,799,,,1,0,1
KEFIR QUE KEFIR - NARANJA 1LT,Unidad,HELADERA,,,"3,105.12",GREEN Y CO,"5,800.00",,800,,,1,0,1
AGUA KO - 500ML,Unidad,HELADERA,,7798290581677,655.17,GREEN Y CO,"1,100.00",,801,,,5,2,1
JUGO CHIA GRAAL - NARAN-DURAZ,Unidad,HELADERA,4,7798260050134,"1,516.13",ORGANICA,"2,800.00",,802,,,5,2,1
JUGO CITRIC LIMONADA - JENGIBRE,Unidad,HELADERA,6,7798085681209,"1,452.00",TREGAR,"2,700.00",,803,,,5,2,1
JUGO CITRIC NARANJA - 1LT,Unidad,HELADERA,29,7798085681834,"2,255.13",TREGAR,"3,600.00",,804,,,5,2,1
JUGO CUARTO CRECIENTE - FUSION CITRICA 1LT,Unidad,HELADERA,1,7798083732484,"1,226.00",BIOMEGA,"2,700.00",,805,,,2,1,1
JUGO CUARTO CRECIENTE - MANZANA 1LT,Unidad,HELADERA,1,7798083732491,"1,226.00",BIOMEGA,"2,700.00",,806,,,2,1,1
JUGO CUARTO CRECIENTE - MULTIFRUTA 1LT,Unidad,HELADERA,1,7798083732477,"1,226.00",BIOMEGA,"2,700.00",,807,,,2,1,1
JUGO DETOX PEPINO - LAS BRISAS 330CC,Unidad,HELADERA,6,7798161722277,"1,800.00",ORGANICA,"3,000.00",,808,,,10,5,1
JUGO ORG ARANDANOS - LAS BRISAS - 330CC,Unidad,HELADERA,14,7798161722154,"1,882.00",ORGANICA,"3,000.00",,809,,,10,5,1
JUGO ORG FRUTILLA - LAS BRISAS - 330CC,Unidad,HELADERA,13,7798161722147,"1,882.00",ORGANICA,"3,000.00",,810,,,10,5,1
JUGO LIVIANO NARANJA - LAS BRISAS - 500CC,Unidad,HELADERA,1,7798161722819,"1,943.00",ORGANICA,"3,000.00",,811,,,10,5,1
LECHE LA SERENISIMA - SACHET 1%,Unidad,HELADERA,4,7790742348005,"1,034.00",LA SERENISIMA,"1,800.00",,812,,,1,0,1
LECHE LA SERENISIMA - SACHET 2%,Unidad,HELADERA,3,7790742348203,"1,034.00",LA SERENISIMA,"1,800.00",,813,,,1,0,1
LECHE LA SERENISIMA - BOTELLA CON PREBIOTICOS,Unidad,HELADERA,1,7790742358509,"1,345.40",LA SERENISIMA,"2,500.00",,814,,,1,0,1
LECHE LA SERENISIMA - BOTELLA PROTEINA,Unidad,HELADERA,1,7790742358608,"1,345.40",LA SERENISIMA,"2,500.00",,815,,,1,0,1
JUGO LIMONADA DEL BOSQUE ORG - LAS BRISAS - 500CC,Unidad,HELADERA,11,7798161722772,"1,943.00",ORGANICA,"3,000.00",,816,,,10,5,1
JUGO LIMONADA JENGIBRE - LAS BRISAS 500CC,Unidad,HELADERA,8,7798161722802,"1,943.00",NUTRER,"3,000.00",,817,,,10,5,1
MANTECA DANICA - VEGANA EQUILIBRIO,Unidad,HELADERA,5,7791620187754,"1,803.80",GAMA,"2,300.00",,818,,,2,1,1
MANTECA DANICA - VEGANA SOFT Y LIGHT,Unidad,HELADERA,5,7791620187761,"1,722.00",GAMA,"2,300.00",,819,,,2,1,1
MANTECA MILKAUT X100GR,Unidad,HELADERA,1,7794820903292,"1,401.10",GAMA,"2,300.00",,820,,,2,1,1
MANTECA MILKAUT X200GR,Unidad,HELADERA,0,,"2,707.10",GAMA,"5,000.00",,821,,,2,1,1
MEDALLON NUTREE - QUINOA / BATATA / CURRY,Unidad,FREEZER,3,76625216256,"4,142.33",ORGANICA,"6,800.00",,822,,,10,5,1
MEDALLON NUTREE - QUINOA / MORRON,Unidad,FREEZER,5,76625216270,"4,142.33",ORGANICA,"6,800.00",,823,,,10,5,1
MILANESA PECETO - NUR - 500GR,Unidad,FREEZER,0,,"8,000.00",NUR,"12,000.00",,824,,,10,5,1
MILANESA PECHUGA - NUR - 500GR,Unidad,FREEZER,5,,"5,500.00",NUR,"7,700.00",,825,,,10,5,1
MILANESA NUTREE - CLASICA SIN TACC,Unidad,FREEZER,5,714604017127,"2,008.14",ORGANICA,"3,200.00",,826,,,5,2,1
MILANESA NUTREE - ESPINACA SIN TACC,Unidad,FREEZER,3,714604017110,"2,008.14",ORGANICA,"3,200.00",,827,,,5,2,1
MIX BERRIES X400GR GREEN LIFE,Unidad,FREEZER,0,,"5,153.10",GAMA,"8,900.00",,828,,,4,2,1
PAN DE HAMBURGUESA KETO - RINCON,Unidad,FREEZER,6,,"3,700.00",RINCON DE LO CASERITO,"5,600.00",,829,,,5,2,1
PAN DE MOLDE - NUR,Unidad,FREEZER,4,,"7,000.00",NUR,"9,100.00",,830,,,2,1,1
PASCUALINA SIN TACC - DELIC DORAD,Unidad,HELADERA,10,7798105511110,"2,146.00",ORGANICA,"3,800.00",,831,,,1,0,1
MEGA PEPAS - NATAL,Unidad,GALLETITAS - PANES - SNAKCS,36,,575.00,NATAL,900.00,,832,,,36,10,1
QUESO CREMON - SIN LACTOSA,Unidad,HELADERA,1,,"4,169.00",LA SERENISIMA,"6,000.00",,833,,,1,0,1
QUESO PORT SALUT - CLASICO SIN LACTOSA,Unidad,HELADERA,1,,"4,323.30",LA SERENISIMA,"6,500.00",,834,,,1,0,1
QUESO PORT SALUT - SIN SAL SIN LACTOSA,Unidad,HELADERA,1,,"6,708.30",LA SERENISIMA,"9,000.00",,835,,,1,0,1
QUESO PORT SALUT - LIGHT,Unidad,HELADERA,1,,"5,975.00",LA SERENISIMA,"8,500.00",,836,,,1,0,1
QUESO BLANCO CLASICO 290GR -TREGAR,Unidad,HELADERA,0,,"2,208.10",TREGAR,"3,300.00",,837,,,1,0,1
QUESO BLANCO LIGHT 290GR - TREGAR,Unidad,HELADERA,0,,"2,208.10",TREGAR,"3,300.00",,838,,,1,0,1
QUESO RICOTTA ENTERA 300GR -TREGAR,Unidad,HELADERA,1,7793913013665,"2,703.10",TREGAR,"3,900.00",,839,,,1,0,1
QUESO RICOTTA MAGRA 300GR - TREGAR,Unidad,HELADERA,1,7793913013672,"2,703.10",TREGAR,"3,900.00",,840,,,1,0,1
QUESO UNTABLE CHATEL LIGHT 180GR - TREGAR,Unidad,HELADERA,3,7793913013641,"1,142.90",TREGAR,"2,200.00",,841,,,1,0,1
QUESO VEGANO FELICES LAS VACAS - TUBO CREMOSO X250GR,Unidad,HELADERA,7,763571697221,"2,545.00",BIOMEGA,"3,800.00",,842,,,1,0,1
QUESO VEGANO FELICES LAS VACAS - TUBO MUZZA X250GR,Unidad,HELADERA,4,763571697214,"2,435.00",BIOMEGA,"3,800.00",,843,,,1,0,1
QUESO VEGANO FELICES LAS VACAS - UNTABLE CHEDDAR,Unidad,HELADERA,10,076625282732,"1,705.00",BIOMEGA,"3,000.00",,844,,,1,0,1
QUESO VEGANO FELICES LAS VACAS - UNTABLE CLASICO,Unidad,HELADERA,10,076625251271,"1,705.00",BIOMEGA,"3,000.00",,845,,,1,0,1
RAVIOLONES - NUR - ESPINACA,Unidad,FREEZER,15,,"6,600.00",NUR,"9,000.00",,846,,,5,2,1
SORRENTINOS - NUR - CABUTIA Y NUEZ,Unidad,FREEZER,15,,"6,000.00",NUR,"8,000.00",,847,,,5,2,1
TALLARINES - NUR - 500GR,Unidad,FREEZER,15,,"4,000.00",NUR,"6,000.00",,848,,,5,2,1
TAPAS DE EMP SIN TACC - DELIC DORAD,Unidad,HELADERA,4,7798105510687,"1,710.00",ORGANICA,"2,800.00",,849,,,2,1,1
TARTA NUR - INDIVIDUAL ESPINACA ,Unidad,FREEZER,0,,"4,500.00",NUR,"6,200.00",,850,,,5,2,1
TARTA NUR - INDIVIDUAL JAMON Y QUESO,Unidad,FREEZER,3,,"4,500.00",NUR,"6,200.00",,851,,,5,2,1
TOFU POROTO SOZOE 300GR,Unidad,HELADERA,2,,"2,917.20",BIOMEGA,"3,900.00",,852,,,2,1,1
TOFU POROTO SOZOE 500GR,Unidad,HELADERA,3,,"3,713.00",BIOMEGA,"4,900.00",,853,,,2,1,1
POSTRE DANET - DULCE DE LECHE,Unidad,HELADERA,2,7791337008083,"1,442.00",LA SERENISIMA,"2,100.00",,854,,,1,0,1
YOGUR LA SERENISIMA - FIRME VAINILLA,Unidad,HELADERA,2,7791337007765,"1,115.00",LA SERENISIMA,"1,900.00",,855,,,1,0,1
YOGUR LA SERENISIMA - CON CEREALES,Unidad,HELADERA,2,7791337007697,"1,572.00",LA SERENISIMA,"2,300.00",,856,,,1,0,1
YOGUR SER - COLCHON FRUTILLA,Unidad,HELADERA,2,7791337008588,"2,547.00",LA SERENISIMA,"3,300.00",,857,,,1,0,1
YOGUR SER - NATURAL SIN AZUCAR,Unidad,HELADERA,,7791337007345,"2,067.00",LA SERENISIMA,"3,000.00",,858,,,1,0,1
YOGUR YOGURISIMO - FIRME VAINILLA,Unidad,HELADERA,2,7791337007628,"2,012.00",LA SERENISIMA,"2,900.00",,859,,,1,0,1
YOGUR SERENITO - VAINILLA,Unidad,HELADERA,2,7791337008489,"2,376.00",LA SERENISIMA,"3,000.00",,860,,,1,0,1
YOGUR SER - BEBIBLE MULTIFRUTA,Unidad,HELADERA,2,7791337007185,"2,330.00",LA SERENISIMA,"3,000.00",,861,,,1,1,1
YOGUR DESCREMADO ARANDANO 160GR - TREGAR,Unidad,HELADERA,3,7793913013771,701.20,TREGAR,"1,200.00",,862,,,3,1,1
YOGUR ENTERO CEREZA 160GR -TREGAR,Unidad,HELADERA,2,7793913013818,701.20,TREGAR,"1,200.00",,863,,,3,1,1
YOGUR ENTERO CREMOSO LIMON - TREGAR 120GR,Unidad,HELADERA,2,7793913014006,882.60,TREGAR,"1,700.00",,864,,,2,1,1
YOGUR ENTERO CREMOSO COCO - TREGAR 120GR,Unidad,HELADERA,1,7793913014013,882.60,TREGAR,"1,700.00",,865,,,2,1,1
YOGUR ENTERO NATURAL 140GR- TREGAR,Unidad,HELADERA,5,7793913002423,703.00,TREGAR,"1,300.00",,866,,,1,0,1
YOGUR ENTERO NATURAL 280GR - TREGAR,Unidad,HELADERA,2,7793913013986,"1,405.60",TREGAR,"2,300.00",,867,,,1,0,1
YOGUR ENTERO NATURAL SIN AZUCAR 140GR -TREGAR,Unidad,HELADERA,4,7793913013689,703.00,TREGAR,"1,300.00",,868,,,5,2,1
YOGUR ENTERO NATURAL SIN AZUCAR 280GR - TREGAR,Unidad,HELADERA,3,7793913013993,"1,405.60",TREGAR,"2,300.00",,869,,,5,2,1
YOGUR GRIEGO NATURAL 250GR,Unidad,HELADERA,3,,"2,200.00",YOGUR GRIEGO,"3,300.00",,870,,,5,2,1
YOGUR LIGHT FRUTILLA - TREGAR 125GR,Unidad,HELADERA,2,7793913013559,380.00,TREGAR,800.00,,871,,,2,1,1
YOGUR LIGHT VAINILLA - TREGAR 125GR,Unidad,HELADERA,3,7793913013566,380.00,TREGAR,800.00,,872,,,2,1,1
YOGURT VEGANO FELIC LAS VACAS - ALM / DURAZNO,Unidad,HELADERA,3,790757919181,"1,345.00",BIOMEGA,"1,900.00",,873,,,2,1,1
YOGURT VEGANO FELIC LAS VACAS - ALM / VAINILLA,Unidad,HELADERA,2,763571663615,"1,189.00",BIOMEGA,"1,900.00",,874,,,2,1,1
YOGURT VEGANO FELIC LAS VACAS - COLCHON FRUTOS DEL B,Unidad,HELADERA,5,727373157819,"1,090.00",BIOMEGA,"1,600.00",,875,,,2,1,1
YOGURT VEGANO FELIC LAS VACAS - COLCHON MANGO,Unidad,HELADERA,8,727373157826,"1,090.00",BIOMEGA,"1,600.00",,876,,,2,1,1
AGUA DE ROSAS 250CC - KARITE,Unidad,COSMETICOS,2,,"9,600.00",KARITE,"14,000.00",,877,,,1,0,1
AGUA DE ROSAS 100CC - KARITE,Unidad,COSMETICOS,3,,"4,800.00",KARITE,"7,000.00",,878,,,1,0,1
JABON 110GR - KARITE,Unidad,COSMETICOS,5,,"3,600.00",KARITE,"5,000.00",,879,,,1,0,1
SHAMPOO - KARITE,Unidad,COSMETICOS,4,,"6,800.00",KARITE,"9,500.00",,880,,,1,0,1
PASTA DENTAL - KARITE,Unidad,COSMETICOS,1,,"7,200.00",KARITE,"9,900.00",,881,,,1,0,1
DESODORANTE - KARITE,Unidad,COSMETICOS,1,,"7,200.00",KARITE,"9,900.00",,882,,,1,0,1
REISHI - ADAPTOGENOS,Unidad,SUPLEMENTOS,2,,"27,500.00",MICRO COSMOS,"40,000.00",,883,,,2,1,1
MELENA DE LEON - ADAPTOGENOS,Unidad,SUPLEMENTOS,1,,"27,500.00",MICRO COSMOS,"40,000.00",,884,,,2,1,1
COLA DE PAVO - ADAPTOGENOS,Unidad,SUPLEMENTOS,2,,"27,500.00",MICRO COSMOS,"40,000.00",,885,,,2,1,1
BLEND REISHI + MELENA DE LEON - ADAPTOGENOS,Unidad,SUPLEMENTOS,2,,"27,500.00",MICRO COSMOS,"40,000.00",,886,,,2,1,1
BLEND REISHI + MBURUCUYA - ADAPTOGENOS,Unidad,SUPLEMENTOS,2,,"27,500.00",MICRO COSMOS,"40,000.00",,887,,,2,1,1
PAN DE MOLDE KETO - DULCE CHARO,Unidad,GALLETITAS - PANES - SNAKCS,,,"4,650.00",DULCE CHARO,"7,000.00",,888,,,4,2,1
DISCOS DE ARROZ MACROBIOTICAS - MULTICEREAL,Unidad,GALLETITAS - PANES - SNAKCS,,7790538010345,"1,092.40",TREGAR,"1,900.00",,889,,,4,2,1
DULCE DE LECHE DOÑA MAGDALENA - CON STEVIA SIN FRUCTOSA,Unidad,DULCES - MIEL,,7798054490757,"4,364.00",BIOMEGA,"7,000.00",,890,,,3,1,1
DULCE DE LECHE DOÑA MAGDALENA - COCO CON STEVIA,Unidad,DULCES - MIEL,,7798054490627,"4,670.00",BIOMEGA,"7,300.00",,891,,,3,1,1
TE VERDE MATCHA - 50GR,Unidad,HERBOLARIA,,7754196000018,"2,240.00",MAITEN,"3,500.00",,892,,,5,2,1
FIDEO INTEGRAL TIRABUZON MATARAZZO,Unidad,GONDOLA,,7790070335968,"1,800.00",CARREFOUR,"2,800.00",,893,,,5,2,1
GALLETITAS DONINAS - NARANJA SIN AZUCAR,Unidad,GALLETITAS - PANES - SNAKCS,,7798359330093,"1,500.00",ORGANICA,"2,800.00",,894,,,3,1,1
BARRAS PROTEICAS - CACAO WABISABI,Unidad,SNAK DULCES,,,"1,158.00",ORGANICA,"2,000.00",,895,,,7,4,1
BARRAS PROTEICAS - SOJA WABISABI,Unidad,SNAK DULCES,,,"1,158.00",ORGANICA,"2,000.00",,896,,,7,4,1
BARRAS PROTEICAS - HUEVO WABISABI,Unidad,SNAK DULCES,,,"1,158.00",ORGANICA,"2,000.00",,897,,,7,4,1
BROCOLI - GREEN LIFE X450GR,Unidad,FREEZER,,7790670052586,"2,530.00",GAMA,"5,300.00",,898,,,3,1,1
ARVEJA - GREEN LIFE X350GR,Unidad,FREEZER,,7790670052609,"2,061.90",GAMA,"3,800.00",,899,,,3,1,1
PAN ARABE DE PAPA - X4U PAZZI,Unidad,GALLETITAS - PANES - SNAKCS,,727373152647,"1,404.00",GAMA,"2,700.00",,900,,,5,2,1
REBOZADOR SIN SAL x500gr DELICEL - SIN TACC,Unidad,ALMIDONES - PREMEZCLAS - AVENA,,,"2,220.00",AVELLAN,"4,200.00",,901,,,3,1,1
GALLETITAS DELICEL COCO,Unidad,GALLETITAS - PANES - SNAKCS,,7798160700610,"1,570.00",AVELLAN,"2,700.00",,902,,,5,2,1
CHALITAS ROMERO Y OLIVA - CROCCANTO,Unidad,GALLETITAS - PANES - SNAKCS,,7798354950982,890.00,AVELLAN,"1,600.00",,903,,,5,2,1
CHALITAS MULTISEMILLAS - CROCCANTO,Unidad,GALLETITAS - PANES - SNAKCS,,7798354950975,890.00,AVELLAN,"1,600.00",,904,,,5,2,1
PROTECTOR SOLAR - KARITE,Unidad,COSMETICOS,,,"5,600.00",KARITE,"8,000.00",,905,,,1,0,1
ACEITE DE ALMENDRAS 60CC - KARITE,Unidad,COSMETICOS,,,"9,600.00",KARITE,"13,400.00",,906,,,1,0,1
ACEITE DE ALMENDRAS 30CC - KARITE,Unidad,COSMETICOS,,,"4,800.00",KARITE,"8,000.00",,907,,,1,0,1
JABON INTIMO - KARITE,Unidad,COSMETICOS,,,"3,600.00",KARITE,"5,000.00",,908,,,2,1,1
YERBA CANARIAS - 1KG,Unidad,GONDOLA,,7730241003654,"7,100.00",CANARIAS,"9,000.00",,909,,,20,5,1
PEPAS LA FRANCIA - MEMBRILLO SUELTAS POR UNIDAD,Unidad,GALLETITAS - PANES - SNAKCS,,,234.00,BIOMEGA,360.00,,910,,,25,10,1
ALFAJOR CERRO AZUL - DULCE DE LECHE SIN AZUCAR,Unidad,SNAK DULCES,,7798161300727,"1,237.53",ORGANICA,"1,900.00",,911,,,12,6,1
GRANOLA CROCCANTO - FITNESS,Unidad,GRANOLAS,,7798354950524,"2,900.00",CROCCANTO,"5,000.00",,912,,,3,1,1
GRANOLA CROCCANTO - CHOCO,Unidad,GRANOLAS,,7798354950562,"2,900.00",CROCCANTO,"5,000.00",,913,,,3,1,1
GRANOLA CROCCANTO - FREE,Unidad,GRANOLAS,,7798354951040,"2,900.00",CROCCANTO,"5,000.00",,914,,,3,1,1
GRANOLA CROCCANTO - FRUITS,Unidad,GRANOLAS,,7798354950531,"2,900.00",CROCCANTO,"5,000.00",,915,,,3,1,1
GRANOLA CROCCANTO - POWER,Unidad,GRANOLAS,,7798354950517,"2,900.00",CROCCANTO,"5,000.00",,916,,,3,1,1
FRUTILLAS X1KG - FRESH,Unidad,FREEZER,,7794729200324,"5,600.00",URBINI CONGELADOS,"9,000.00",,917,,,5,2,1
FRUTOS ROJOS X500GR - SOLIMENO,Unidad,FREEZER,,7798098028282,"6,600.00",URBINI CONGELADOS,"9,800.00",,918,,,5,2,1
ESPINACA X500GR - SOLIMENO,Unidad,FREEZER,,7798098028114,"3,312.50",URBINI CONGELADOS,"5,200.00",,919,,,5,2,1
PIZZETAS KETO - DULCE CHARO,Unidad,GONDOLA,,,"3,050.00",DULCE CHARO,"5,000.00",,920,,,5,2,1
PAN RUSTICO LA FRANCIA - DOBLE SALVADO,Unidad,GALLETITAS - PANES - SNAKCS,,7798159052300,"2,779.00",BIOMEGA,"4,200.00",,921,,,1,0,1
ACEITE DE OLIVA FRUTOS DEL NORTE x250cc,Unidad,ACEITES - ADEREZOS,,7798196500024,"6,370.00",BIOMEGA,"12,600.00",,922,,,4,2,1
PASTA DE MANI - CROCCANTO,Unidad,ACEITES - ADEREZOS,,7798354950807,"3,500.00",CROCCANTO,"4,700.00",,923,,,3,1,1
GRANOLA UNTABLE CHOCOLATE - CROCCANTO,Unidad,ACEITES - ADEREZOS,,7798354950678,"3,500.00",CROCCANTO,"4,700.00",,924,,,3,1,1
GRANOLA UNTABLE FRUITS - CROCCANTO,Unidad,ACEITES - ADEREZOS,,7798354950654,"3,500.00",CROCCANTO,"4,700.00",,925,,,3,1,1
GRANOLA UNTABLE POWER - CROCCANTO,Unidad,ACEITES - ADEREZOS,,7798354950630,"3,500.00",CROCCANTO,"4,700.00",,926,,,3,1,1
GRANOLA UNTABLE FITNESS - CROCCANTO,Unidad,ACEITES - ADEREZOS,,7798354950647,"3,500.00",CROCCANTO,"4,700.00",,927,,,3,1,1
GRANOLA CROCCANTO - FITNESS 32GR,Unidad,GRANOLAS,,7798354950838,375.00,CROCCANTO,500.00,,928,,,12,6,1
GRANOLA CROCCANTO - CHOCO 32GR,Unidad,GRANOLAS,,7798354950821,375.00,CROCCANTO,500.00,,929,,,12,6,1
GRANOLA CROCCANTO - FRUITS 32GR,Unidad,GRANOLAS,,7798354950845,375.00,CROCCANTO,500.00,,930,,,12,6,1
GRANOLA CROCCANTO - POWER 32GR,Unidad,GRANOLAS,,7798354950814,375.00,CROCCANTO,500.00,,931,,,12,6,1
YOGUR BEBIBLE 0% LACTOSA - LA SERENISIMA 1LT,Unidad,HELADERA,,7791337008069,"2,849.00",LA SERENISIMA,"3,800.00",,932,,,3,1,1
BROWNIE DE ALGARROBA LIGHT 60GR - EPUYEN,Unidad,GALLETITAS - PANES - SNAKCS,,,"1,125.00",PUNTO CANDY,"1,800.00",,933,,,12,6,1
BARRA PROTEICA CHOCOLATE - ULTRA TECH,Unidad,SNAK DULCES,,7798139072892,"1,503.70",PUNTO CANDY,"2,400.00",,934,,,12,6,1
BARRA PROTEICA VAINILLA - ULTRA TECH,Unidad,SNAK DULCES,,7798139072878,"1,503.70",PUNTO CANDY,"2,400.00",,935,,,12,6,1
PAN DE MOLDE CLASICO X500GR SIN TACC - DESTACADOS,Unidad,GALLETITAS - PANES - SNAKCS,,7798195940395,"3,990.00",PUNTO CANDY,"5,800.00",,936,,,3,1,1
PAN DE MOLDE CON SEMILLAS X500GR SIN TACC - DESTACADOS,Unidad,GALLETITAS - PANES - SNAKCS,,7798195940401,"4,224.00",PUNTO CANDY,"6,400.00",,937,,,3,1,1
